,新车销售店名,车架号,推送日期,是否有效客户,其它施工项目,三方返还佣金,赠送装饰,赠送装饰_有值,返佣
33,上元坤灵,LC0FD1C46R5331142,2024-11-20,有效,,800.0,,False,800.0
34,上元坤灵,LC0FD1C48R5347844,2024-11-21,有效,,800.0,,False,800.0
35,上元坤灵,LC0FD1C48R5309207,2024-11-25,有效,,800.0,,False,800.0
36,上元坤灵,LC0FD1C40R5250055,2024-11-25,有效,,800.0,,False,800.0
37,上元坤灵,LC0FD1C43R5331020,2024-11-26,有效,,800.0,,False,800.0
38,上元坤灵,LC0FD1C46R5341038,2024-11-26,有效,镀晶,800.0,,False,800.0
39,上元坤灵,LC0FD1C43R5387913,2024-11-26,有效,,800.0,,False,800.0
40,上元坤灵,LC0FD1C47R5301521,2024-11-27,有效,,800.0,,False,800.0
41,上元坤灵,LC0FD1C47R5385727,2024-11-27,有效,,800.0,,False,800.0
42,上元坤灵,LC0FD1C48R5333667,2024-11-28,有效,,800.0,,False,800.0
43,上元坤灵,LC0FD1C43R5331129,2024-11-29,有效,软包,800.0,,False,800.0
44,上元坤灵,LC0FD1C44R5309429,2024-11-29,有效,,800.0,,False,800.0
45,上元坤灵,LC0FD1C4XR5309256,2024-11-29,有效,,800.0,,False,800.0
46,上元坤灵,LC0FD1C48R5309255,2024-11-30,有效,,800.0,,False,800.0
47,上元坤灵,LC0FD1C45R5382826,2024-11-30,有效,,800.0,,False,800.0
48,上元坤灵,LC0FD1C47R5401179,2024-11-30,有效,,800.0,,False,800.0
49,上元坤灵,LC0FD1C43R5367659,2024-11-30,有效,脚垫,800.0,,False,800.0
50,上元坤灵,LC0FD1C46R5275381,2024-11-30,有效,车衣,800.0,隐形车衣,True,600.0
51,上元坤灵,LC0FD1C43R5380248,2024-12-01,有效,,800.0,,False,800.0
52,上元坤灵,LC0FD1C49R5396051,2024-12-03,有效,,800.0,,False,800.0
53,上元坤灵,LC0FD1C45R5398380,2024-12-03,有效,,800.0,,False,800.0
54,上元坤灵,LC0FD1C45R5345047,2024-12-05,有效,,800.0,,False,800.0
55,上元坤灵,LC0FD1C45R5387833,2024-12-05,有效,含车衣4580+软包800,800.0,,False,800.0
56,上元坤灵,LC0FD1C46R5400847,2024-12-06,有效,,800.0,,False,800.0
57,上元坤灵,LC0FD1C44R5326621,2024-12-06,有效,,800.0,,False,800.0
58,上元坤灵,LC0FD1C47R5396095,2024-12-06,有效,,800.0,,False,800.0
59,上元坤灵,LC0FD1C40R5387853,2024-12-06,有效,,800.0,,False,800.0
60,上元坤灵,LC0FD1C40R5305071,2024-12-06,有效,,800.0,,False,800.0
61,上元坤灵,LC0FD1C40R5341584,2024-12-06,有效,,800.0,,False,800.0
62,上元坤灵,LC0FD1C44R5387869,2024-12-09,有效,,800.0,,False,800.0
63,上元坤灵,LC0FD1C4XR5383390,2024-12-10,有效,,800.0,,False,800.0
64,上元坤灵,LC0FD1C4XR5396155,2024-12-10,有效,软包,800.0,,False,800.0
65,上元坤灵,LC0FD1C45R5398248,2024-12-11,有效,,800.0,,False,800.0
66,上元坤灵,LC0FD1C40R5250590,2024-12-12,有效,,800.0,,False,800.0
67,上元坤灵,LC0FD1C4XR5403525,2024-12-12,有效,,800.0,,False,800.0
68,上元坤灵,LC0FD1C43R5424636,2024-12-16,有效,软包+镀晶,800.0,,False,800.0
69,上元坤灵,LC0FD1C42R5469244,2024-12-20,有效,车衣,800.0,,False,800.0
70,上元坤灵,LC0FD1C42R5387871,2024-12-20,有效,,800.0,,False,800.0
71,上元坤灵,LC0FD1C45R5403609,2024-12-21,有效,,800.0,,False,800.0
72,上元坤灵,LC0FD1C44R5424807,2024-12-21,有效,,800.0,,False,800.0
73,上元坤灵,LC0FD1C47R5407788,2024-12-21,有效,,800.0,,False,800.0
74,上元坤灵,LC0FD1C41R5434808,2024-12-21,有效,车衣,800.0,,False,800.0
75,上元坤灵,LC0FD1C47R5409024,2024-12-23,有效,车衣,800.0,,False,800.0
76,上元坤灵,LC0FD1C49R5439223,2024-12-25,有效,车衣,800.0,,False,800.0
77,上元坤灵,LC0FD1C45R5434410,2024-12-23,有效,,800.0,,False,800.0
78,上元坤灵,LC0FD1C47R5434845,2024-12-26,有效,,800.0,,False,800.0
79,上元坤灵,LC0FD1C47R5455209,2024-12-26,有效,,800.0,,False,800.0
80,上元坤灵,LC0FD1C47R5413543,2024-12-24,有效,软包,800.0,,False,800.0
81,上元坤灵,LC0FD1C41R5439247,2024-12-26,有效,软包+镀晶,800.0,,False,800.0
82,上元坤灵,LC0FD1C47R5390023,2024-12-27,有效,,800.0,,False,800.0
83,上元坤灵,LC0FD1C44R5428873,2024-12-27,有效,,800.0,,False,800.0
84,上元坤灵,LC0FD1C49R5428822,2024-12-27,有效,软包,800.0,,False,800.0
85,上元坤灵,LC0FD1C48R5387910,2024-12-27,有效,,800.0,,False,800.0
86,上元坤灵,LC0FD1C45R5469433,2024-12-30,有效,车衣,800.0,,False,800.0
87,上元坤灵,LC0FD1C49R5383137,2024-12-30,有效,,800.0,,False,800.0
88,上元坤灵,LC0FD1C44R5400880,2024-12-30,有效,,800.0,,False,800.0
89,上元坤灵,LC0FD1C47R5452455,2024-12-30,有效,镀晶,800.0,,False,800.0
90,上元坤灵,LC0FD1C45R5467018,2024-12-31,有效,,800.0,,False,800.0
91,上元坤灵,LC0FD1C46R5442242,2024-12-30,无效,,800.0,,False,800.0
92,上元坤灵,LC0FD1C46R5469117,2024-12-30,有效,车衣+软包,800.0,,False,800.0
93,上元坤灵,LC0FD1C40R5455858,2024-12-30,有效,,800.0,,False,800.0
94,上元坤灵,LC0FD1C49R5460363,2024-12-30,有效,,800.0,,False,800.0
95,上元坤灵,LC0FD1C48R5457776,2024-12-30,有效,,800.0,,False,800.0
96,上元坤灵,LC0FD1C48R5458023,2024-12-31,有效,车衣,800.0,,False,800.0
97,上元坤灵,LC0FD1C45R5380073,2024-12-31,有效,车衣,800.0,,False,800.0
98,上元坤灵,LC0FD1C47R5390104,2024-12-31,有效,,800.0,,False,800.0
99,上元坤灵,LC0FD1C40R5435688,2024-12-31,有效,,800.0,,False,800.0
100,上元坤灵,LC0FD1C48R5387891,2024-12-31,有效,,800.0,,False,800.0
101,上元坤灵,LC0FD1C43R5390391,2024-12-31,有效,,800.0,,False,800.0
102,上元坤灵,LC0FD1C40R5387917,2024-12-31,有效,,800.0,,False,800.0
103,上元坤灵,LC0FD1C45R5398427,2024-12-31,有效,车衣,800.0,,False,800.0
104,上元坤灵,LC0FD1C44R5385653,2024-12-31,有效,,800.0,,False,800.0
105,上元坤灵,LC0FD1C44R5457872,2025-01-08,有效,,800.0,,False,800.0
106,上元坤灵,LC0FD1C49R5455079,2025-01-08,有效,软包,800.0,,False,800.0
107,上元坤灵,LC0FD1C4XR5428747,2025-01-08,有效,车衣+软包,800.0,,False,800.0
108,上元坤灵,LC0FD1C43R5489681,2025-01-16,有效,,800.0,,False,800.0
109,上元坤灵,LC0FD1C48R5467174,2025-01-19,有效,,800.0,,False,800.0
110,上元坤灵,LC0FD1C45R5383264,2025-01-19,有效,,800.0,,False,800.0
111,上元坤灵,LC0FD1C44R5455197,2025-01-19,有效,,800.0,,False,800.0
112,上元坤灵,LC0FD1C47R5425224,2025-01-19,有效,车衣,800.0,,False,800.0
113,上元坤灵,LC0FD1C42R5424658,2025-01-21,有效,,800.0,,False,800.0
114,上元坤灵,LC0FD1C44R5428856,2025-01-22,有效,,800.0,,False,800.0
115,上元坤灵,LC0FD1C41R5452452,2025-01-22,有效,,800.0,,False,800.0
116,上元坤灵,LC0FD1C44R5321709,2025-01-22,有效,,800.0,,False,800.0
117,上元坤灵,LC0FD1C40R5469324,2025-01-22,有效,,800.0,,False,800.0
118,上元坤灵,LC0FD1C40R5435707,2025-01-23,有效,软包,800.0,,False,800.0
119,上元坤灵,LC0FD1C42R5469129,2025-01-24,有效,,800.0,,False,800.0
120,上元坤灵,LC0FD1C49R5446835,2025-01-24,有效,,800.0,,False,800.0
121,上元坤灵,LC0FD1C48R5383193,2025-01-22,有效,,800.0,,False,800.0
122,上元坤灵,LC0FD1C43R5455708,2025-01-23,有效,,800.0,,False,800.0
123,上元坤灵,LC0FD1C40R5455777,2025-01-23,有效,,800.0,,False,800.0
124,上元坤灵,LC0FD1C48R5380133,2025-01-22,有效,,800.0,,False,800.0
125,上元坤灵,LC0FD1C47S5063207,2025-01-26,有效,软包,800.0,,False,800.0
126,上元坤灵,LC0FD1C48R5455834,2025-02-09,有效,镀晶,800.0,,False,800.0
127,上元坤灵,LC0FD1C45S5050469,2025-02-10,有效,,800.0,,False,800.0
128,上元坤灵,LC0FD1C41R5434579,2025-02-10,有效,镀晶,800.0,,False,800.0
129,上元坤灵,LC0FD1C42R5455120,2025-02-10,有效,,800.0,,False,800.0
130,上元坤灵,LC0FD1C40R5452233,2025-02-09,有效,,800.0,,False,800.0
131,上元坤灵,LC0FD1C43R5452386,2025-02-13,有效,软包,800.0,,False,800.0
132,上元坤灵,LC0FD1C48R5390001,2025-02-14,有效,,800.0,,False,800.0
133,上元坤灵,LC0FD1C40R5469257,2025-02-16,有效,软包,800.0,,False,800.0
134,上元坤灵,LC0FD1C49R5383235,2025-02-16,有效,,800.0,,False,800.0
135,上元坤灵,LC0FD1C40S5095979,2025-02-18,有效,,800.0,,False,800.0
136,上元坤灵,LC0FD1C41R5452368,2025-02-19,有效,,800.0,,False,800.0
137,上元坤灵,LC0FD1C43R5434745,2025-02-21,有效,,800.0,,False,800.0
138,上元坤灵,LC0FD1C42S5106464,2025-02-22,有效,,800.0,,False,800.0
139,上元坤灵,LC0FD1C42R5455859,2025-02-22,有效,,800.0,,False,800.0
140,上元坤灵,LC0FD1C42S5091240,2025-02-22,有效,,800.0,,False,800.0
141,上元坤灵,LC0FD1C47R5467196,2025-02-24,有效,车衣,800.0,,False,800.0
142,上元坤灵,LC0FD1C46R5390014,2025-02-26,有效,,800.0,,False,800.0
143,上元坤灵,LC0FD1C49R5478586,2025-02-26,有效,,800.0,,False,800.0
144,上元坤灵,LC0FD1C47S5062834,2025-02-26,有效,,800.0,,False,800.0
145,上元坤灵,LC0FD1C46S5087286,2025-02-28,有效,,800.0,,False,800.0
146,上元坤灵,LC0FD1C46S5091063,2025-02-28,有效,,800.0,,False,800.0
147,上元坤灵,LC0FD1C47R5401019,2025-02-28,有效,,800.0,,False,800.0
148,上元坤灵,LC0FD1C41S5073683,2025-02-28,有效,车衣,800.0,,False,800.0
149,上元坤灵,LC0FD1C49R5439061,2025-03-01,有效,,800.0,,False,800.0
150,上元坤灵,LC0FD1C48S5087340,2025-03-01,有效,,800.0,,False,800.0
151,上元坤灵,LC0FD1C44R5396068,2025-03-01,有效,,800.0,,False,800.0
152,上元坤灵,LC0FD1C42R5326410,2025-03-03,有效,,800.0,,False,800.0
153,上元坤灵,LC0FD1C46R5469294,2025-03-04,有效,车衣,800.0,,False,800.0
154,上元坤灵,LC0FD1C42R5488294,2025-03-05,有效,软包,800.0,,False,800.0
155,上元坤灵,LC0FD1C46S5098224,2025-03-05,有效,,800.0,,False,800.0
156,上元坤灵,LC0FD1C43S5080926,2025-03-05,有效,软包,800.0,,False,800.0
157,上元坤灵,LC0FD1C42R5396067,2025-03-06,有效,,800.0,,False,800.0
158,上元坤灵,LC0FD1C49S5073625,2025-03-07,有效,车衣+软包,800.0,,False,800.0
159,上元坤灵,LC0FD1C44S5106630,2025-03-07,有效,软包,800.0,,False,800.0
160,上元坤灵,LC0FD1C41S5081279,2025-03-07,有效,,800.0,,False,800.0
161,上元坤灵,LC0FD1C40R5446769,2025-03-09,有效,,800.0,,False,800.0
162,上元坤灵,LC0FD1C45S5068115,2025-03-11,有效,软包,800.0,,False,800.0
163,上元坤灵,LC0FD1C41R5452287,2025-03-13,有效,,800.0,,False,800.0
164,上元坤灵,LC0FD1C43S5086905,2025-03-14,有效,车衣,800.0,,False,800.0
165,上元坤灵,LC0FD1C45R5413332,2025-03-16,有效,,800.0,,False,800.0
166,上元坤灵,LC0FD1C48S5138481,2025-03-18,有效,,800.0,,False,800.0
167,上元坤灵,LC0FD1C44S5091224,2025-03-18,有效,,800.0,,False,800.0
168,上元坤灵,LC0FD1C4XR5488236,2025-03-19,有效,,800.0,,False,800.0
169,上元坤灵,LC0FD1C41S5138774,2025-03-21,有效,,800.0,,False,800.0
170,上元坤灵,LC0FD1C47S5118514,2025-03-21,有效,软包,800.0,,False,800.0
171,上元坤灵,LC0FD1C49S5145214,2025-03-22,有效,,800.0,,False,800.0
172,上元坤灵,LC0FD1C43S5130790,2025-03-22,有效,,800.0,,False,800.0
173,上元坤灵,LC0FD1C45S5058149,2025-03-25,有效,软包,800.0,,False,800.0
174,上元坤灵,LC0FD1C42S5067939,2025-03-25,有效,,800.0,,False,800.0
175,上元坤灵,LC0FD1C46S5067944,2025-03-27,有效,,800.0,,False,800.0
176,上元坤灵,LC0FD1C47S5145258,2025-03-28,有效,,800.0,,False,800.0
177,上元坤灵,LC0FD1C41S5096705,2025-03-28,有效,,800.0,,False,800.0
178,上元坤灵,LC0FD1C47S5138620,2025-04-01,有效,车衣,800.0,,False,800.0
179,上元坤灵,LC0FD1C44S5120138,2025-04-01,有效,,800.0,,False,800.0
180,上元坤灵,LC0FD1C48R5299620,2025-04-01,有效,,800.0,,False,800.0
181,上元坤灵,LC0FD1C49S5138764,2025-04-01,有效,软包,800.0,,False,800.0
182,上元坤灵,LC0FD1C45S5137076,2025-04-02,有效,,800.0,,False,800.0
183,上元坤灵,LC0FD1C40S5153587,2025-04-02,有效,,800.0,,False,800.0
184,上元坤灵,LC0FD1C44S5153687,2025-04-02,有效,,800.0,,False,800.0
185,上元坤灵,LC0FD1C41S5073831,2025-04-03,有效,,800.0,,False,800.0
186,上元坤灵,LC0FD1C4XR5441305,2025-04-03,有效,,800.0,,False,800.0
187,上元坤灵,LC0FD1C4XR5488303,2025-04-03,有效,,800.0,,False,800.0
188,上元坤灵,LC0FD1C45S5157165,2025-04-05,有效,,800.0,,False,800.0
189,上元坤灵,LC0FD1C43S5139277,2025-04-06,有效,软包,800.0,,False,800.0
190,上元坤灵,LC0FD1C45R5469111,2025-04-07,有效,,800.0,,False,800.0
191,上元坤灵,LC0FD1C48R5435664,2025-04-08,有效,,800.0,,False,800.0
192,上元坤灵,LC0FD1C49S5145648,2025-04-08,有效,,800.0,,False,800.0
193,上元坤灵,LC0FD1C40S5157123,2025-04-09,有效,,800.0,,False,800.0
194,上元坤灵,LC0FD1C48S5167494,2025-04-10,有效,,800.0,,False,800.0
195,上元坤灵,LC0FD1C41R5390244,2025-04-11,有效,,800.0,,False,800.0
196,上元坤灵,LC0FD1C44S5109754,2025-04-14,有效,车衣,800.0,,False,800.0
197,上元坤灵,LC0FD1C4XS5160286,2025-04-14,有效,软包,800.0,,False,800.0
198,上元坤灵,LC0FD1C49S5087265,2025-04-16,有效,,800.0,,False,800.0
199,上元坤灵,LC0FD1C42S5139335,2025-04-17,有效,,800.0,,False,800.0
200,上元坤灵,LC0FD1C44S5118793,2025-04-17,有效,,800.0,,False,800.0
201,上元坤灵,LC0FD1C4XS5175502,2025-04-19,有效,,800.0,,False,800.0
202,上元坤灵,LC0FD1C44S5141748,2025-04-20,有效,车衣,800.0,,False,800.0
203,上元坤灵,LC0FD1C46R5387906,2025-04-20,有效,,800.0,,False,800.0
204,上元坤灵,LC0FD1C46S5208978,2025-04-21,有效,软包,800.0,,False,800.0
205,上元坤灵,LC0FD1C42S5153638,2025-04-21,有效,软包,800.0,,False,800.0
206,上元坤灵,LC0FD1C44S5102125,2025-04-21,有效,,800.0,,False,800.0
207,上元坤灵,LC0FD1C44S5087299,2025-04-22,有效,,800.0,,False,800.0
208,上元坤灵,LGXFF4CD6S0375735,2025-04-22,有效,软包,400.0,,False,400.0
209,上元坤灵,LC0FD1C44S5045361,2025-04-22,有效,软包,800.0,,False,800.0
210,上元坤灵,LGXFF4CD3S0391214,2025-04-22,有效,车衣,400.0,,False,400.0
211,上元坤灵,LC0FD1C46S5185184,2025-04-25,有效,,800.0,,False,800.0
212,上元坤灵,LC0FD1C43R5467079,2025-04-25,有效,,800.0,,False,800.0
213,上元坤灵,LC0FD1C47R5455291,2025-04-25,有效,,800.0,送车衣,True,600.0
214,上元坤灵,LC0FD1C40S5051562,2025-04-26,有效,,800.0,,False,800.0
215,上元坤灵,LC0FD1C46S5179949,2025-04-26,有效,软包,800.0,,False,800.0
216,上元坤灵,LGXFF4CD7S0380345,2025-04-26,有效,,400.0,,False,400.0
217,上元坤灵,LC0FD1C41S5141755,2025-04-26,有效,,800.0,,False,800.0
218,上元坤灵,LGXFF4CD7S0402392,2025-04-27,有效,软包,400.0,,False,400.0
219,上元坤灵,LC0FD1C46S5066390,2025-04-27,有效,,800.0,,False,800.0
220,上元坤灵,LC0FD1C4XS5189271,2025-04-27,有效,,800.0,,False,800.0
221,上元坤灵,LC0FD1C41S5189160,2025-04-28,有效,软包,800.0,,False,800.0
222,上元坤灵,LC0FD1C46S5197268,2025-04-28,有效,,800.0,,False,800.0
223,上元坤灵,LC0FD1C41S5186002,2025-04-29,有效,车衣+软包,800.0,,False,800.0
224,上元坤灵,LC0FD1C44S5150918,2025-04-29,有效,,800.0,,False,800.0
225,上元坤灵,LC0FD1C48S5145253,2025-04-29,有效,软包,800.0,,False,800.0
226,上元坤灵,LGXFF4CD4S0424074,2025-04-30,有效,,400.0,,False,400.0
227,上元坤灵,LC0FD1C41S5197243,2025-04-30,有效,,800.0,,False,800.0
228,上元坤灵,LC0FD1C42S5080917,2025-04-30,有效,,800.0,,False,800.0
229,上元坤灵,LC0FD1C43S5153678,2025-05-02,有效,,800.0,,False,800.0
230,上元坤灵,LGXFF4CD3S0380505,2025-05-02,有效,,400.0,,False,400.0
231,上元坤灵,LGXFF4CD1S0409855,2025-05-03,有效,,400.0,,False,400.0
232,上元坤灵,LC0FD1C49S5197118,2025-05-03,有效,软包,800.0,送车衣,True,600.0
233,上元坤灵,LGXFF4CD2S0380429,2025-05-04,有效,改色+软包,400.0,,False,400.0
234,上元坤灵,LC0FD1C4XS5126090,2025-05-04,有效,,800.0,送车衣,True,600.0
235,上元坤灵,LC0FD1C41S5188235,2025-05-05,有效,,800.0,,False,800.0
236,上元坤灵,LC0FD1C4XS5197161,2025-05-05,有效,软包,800.0,,False,800.0
237,上元坤灵,LGXFF4CDXS0432793,2025-05-05,有效,,400.0,,False,400.0
238,上元坤灵,LGXFF4CD7S0437353,2025-05-07,有效,,400.0,,False,400.0
239,上元坤灵,LC0FD1C40S5137115,2025-05-08,有效,,800.0,,False,800.0
240,上元坤灵,LGXFF4CD1S0465102,2025-05-08,有效,软包,400.0,,False,400.0
241,上元坤灵,LC0FD1C48S5197269,2025-05-08,有效,软包,800.0,,False,800.0
242,上元坤灵,LC0FD1C45S5193891,2025-05-08,有效,,800.0,,False,800.0
243,上元坤灵,LGXFF4CD1S0460904,2025-05-09,有效,,400.0,,False,400.0
244,上元坤灵,LGXFF4CD5S0359817,2025-05-09,有效,,400.0,,False,400.0
245,上元坤灵,LC0FD1C43S5172280,2025-05-09,有效,,800.0,,False,800.0
246,上元坤灵,LGXFF4CD4S0470956,2025-05-12,有效,,400.0,,False,400.0
247,上元坤灵,LGXFF4CD7S0470918,2025-05-12,有效,,400.0,,False,400.0
248,上元坤灵,LC0FD1C48S5209534,2025-05-12,有效,,800.0,,False,800.0
249,上元坤灵,LGXFF4CD2S0475346,2025-05-13,有效,软包,400.0,,False,400.0
250,上元坤灵,LC0FD1C45S5204582,2025-05-13,有效,软包,800.0,送车衣,True,600.0
251,上元坤灵,LGXFF4CD0S0424069,2025-05-13,有效,,400.0,,False,400.0
252,上元坤灵,LC0FD1C40S5199839,2025-05-13,有效,,800.0,,False,800.0
253,上元坤灵,LGXFF4CD8S0490594,2025-05-14,有效,,400.0,,False,400.0
254,上元坤灵,LGXFF4CD0S0475359,2025-05-14,有效,,400.0,,False,400.0
255,上元坤灵,LC0FD1C49S5209560,2025-05-15,有效,,800.0,,False,800.0
256,上元坤灵,LC0FD1C48S5199815,2025-05-15,有效,软包,800.0,,False,800.0
257,上元坤灵,LC0FD1C43S5102049,2025-05-15,有效,软包,800.0,,False,800.0
258,上元坤灵,LC0FD1C45S5109861,2025-05-15,有效,车衣+软包,800.0,,False,800.0
259,上元坤灵,LGXFF4CD4S0292160,2025-05-15,有效,,400.0,,False,400.0
260,上元坤灵,LC0FD1C4XS5163382,2025-05-16,有效,,800.0,送车衣,True,600.0
261,上元坤灵,LC0FD1C48S5068111,2025-05-17,有效,,800.0,,False,800.0
262,上元坤灵,LC0FD1C42S5197090,2025-05-18,有效,软包,800.0,,False,800.0
263,上元坤灵,LC0FD1C40S5216249,2025-05-18,有效,车衣+软包,800.0,,False,800.0
264,上元坤灵,LC0FD1C46S5150595,2025-05-18,有效,,800.0,送车衣,True,600.0
265,上元坤灵,LC0FD1C44S5218120,2025-05-19,有效,,800.0,,False,800.0
266,上元坤灵,LC0FD1C43S5176703,2025-05-20,有效,,800.0,,False,800.0
267,上元坤灵,LGXFF4CD3S0490597,2025-05-20,有效,软包,400.0,,False,400.0
268,上元坤灵,LC0FD1C45S5216313,2025-05-20,有效,镀晶,800.0,,False,800.0
269,上元坤灵,LC0FD1C48S5145513,2025-05-20,有效,,800.0,送车衣,True,600.0
270,上元坤灵,LC0FD1C46S5218104,2025-05-20,有效,,800.0,,False,800.0
271,上元坤灵,LGXFF4CD4S0494755,2025-05-20,有效,,400.0,,False,400.0
272,上元坤灵,LC0FD1C49S5218095,2025-05-20,有效,,800.0,,False,800.0
273,上元坤灵,LC0FD1C49S5223975,2025-05-21,有效,软包,800.0,,False,800.0
274,上元坤灵,LGXFF4CD4S0481858,2025-05-22,有效,,400.0,,False,400.0
275,上元坤灵,LC0FD1C46S5125924,2025-05-26,有效,车衣+软包,800.0,,False,800.0
276,上元坤灵,LGXFF4CD2S0539384,2025-05-27,有效,,400.0,,False,400.0
277,上元坤灵,LGXFF4CD5S0518299,2025-05-27,有效,软包,400.0,,False,400.0
278,上元坤灵,LGXFF4CD9S0530276,2025-05-27,有效,,400.0,,False,400.0
279,上元坤灵,LGXFF4CD4S0534168,2025-05-27,有效,,400.0,,False,400.0
280,上元坤灵,LGXFF4CD0S0544289,2025-05-28,有效,,400.0,,False,400.0
281,上元坤灵,LGXFF4CD8S0544444,2025-05-28,有效,,400.0,,False,400.0
282,上元坤灵,LGXFF4CD8S0527501,2025-05-28,有效,,400.0,,False,400.0
283,上元坤灵,LC0FD1C4XS5204528,2025-05-28,有效,,800.0,送车衣,True,600.0
284,上元坤灵,LC0FD1C45S5216103,2025-05-28,有效,,800.0,,False,800.0
285,上元坤灵,LC0FD1C49S5209395,2025-05-28,有效,,800.0,,False,800.0
286,上元坤灵,LGXFF4CD2S0470907,2025-05-29,有效,,400.0,,False,400.0
287,上元坤灵,LC0FD1C47S5216197,2025-05-29,有效,,800.0,送车衣,True,600.0
288,上元坤灵,LGXFF4CD6S0555684,2025-05-30,有效,,400.0,,False,400.0
289,上元坤灵,LGXFF4CD2S0527462,2025-05-31,有效,,400.0,,False,400.0
290,上元坤灵,LGXFF4CD7S0511855,2025-05-31,有效,,400.0,,False,400.0
291,上元坤灵,LGXFF4CD0S0517013,2025-06-01,有效,,400.0,,False,400.0
292,上元坤灵,LC0FD1C40R5487967,2025-06-01,有效,车衣,800.0,,False,800.0
293,上元坤灵,LC0FD1C44S5226914,2025-06-01,有效,,800.0,,False,800.0
294,上元坤灵,LGXFF4CD2S0427541,2025-06-02,有效,,400.0,,False,400.0
295,上元坤灵,LC0FD1C49S5081031,2025-06-02,有效,,800.0,,False,800.0
296,上元坤灵,LC0FD1C47S5213459,2025-06-03,有效,,800.0,,False,800.0
297,上元坤灵,LC0FD1C44S5209367,2025-06-03,有效,,800.0,,False,800.0
298,上元坤灵,LGXFH4CB2S0475243,2025-06-03,有效,,400.0,,False,400.0
299,上元坤灵,LGXFH4CB2S0466428,2025-06-04,有效,,400.0,,False,400.0
300,上元坤灵,LGXFH4CBXS0518632,2025-06-04,有效,,400.0,,False,400.0
301,上元坤灵,LGXFH4CB1S0494947,2025-06-04,有效,,400.0,,False,400.0
302,上元坤灵,LGXFH4CB1S0511911,2025-06-04,有效,,400.0,,False,400.0
303,上元坤灵,LGXFH4CB8S0508486,2025-06-04,有效,,400.0,,False,400.0
304,上元坤灵,LC0FD1C4XS5245502,2025-06-05,有效,,800.0,,False,800.0
305,上元坤灵,LGXFH4CB0S0494907,2025-06-05,有效,,400.0,,False,400.0
306,上元坤灵,LGXFH4CB4S0534387,2025-06-05,有效,,400.0,,False,400.0
